tic,shortname,longname,listing,type,desired_page,no_headlines,last_date,last_headline,last_url,no_records,next_report_date,last_report_date
EXPE,"Expedia Group, Inc.","Expedia Group, Inc.",NASDAQ,stocks,9999,4,2025-08-26 04:00:00+00:00,"Ex-Dividend Reminder: Navigator Holdings, Expedia Group and NextEra Energy",https://www.nasdaq.com/articles/ex-dividend-reminder-navigator-holdings-expedia-group-and-nextera-energy,0,2025-11-05 00:00:00,2025-05-08 00:00:00
EXR,Extra Space Storage Inc,Extra Space Storage Inc.,NYSE,stocks,9999,0,2025-08-29 04:00:00+00:00,VOT's Holdings Could Mean 11% Gain Potential,https://www.nasdaq.com/articles/vots-holdings-could-mean-11-gain-potential,0,2025-11-04 00:00:00,2025-07-30 00:00:00
F,Ford Motor Company,Ford Motor Company,NYSE,stocks,9999,5,2025-09-03 11:00:00+00:00,7 Million Reasons Investors Should Worry About Ford,https://www.nasdaq.com/articles/7-million-reasons-investors-should-worry-about-ford,0,2025-10-27 00:00:00,2025-07-30 00:00:00
FANG,"Diamondback Energy, Inc.","Diamondback Energy, Inc.",NASDAQ,stocks,9999,4,2025-09-04 06:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,2025-11-03 00:00:00,2025-08-04 00:00:00
FAST,Fastenal Company,Fastenal Company,NASDAQ,stocks,9999,2,2025-09-03 04:00:00+00:00,"1 Magnificent Stock-Split Stock Up 157,000% Since Its IPO to Buy in September, and 1 to Absolutely Avoid",https://www.nasdaq.com/articles/1-magnificent-stock-split-stock-157000-its-ipo-buy-september-and-1-absolutely-avoid,0,2025-10-13 00:00:00,2025-07-14 00:00:00
FCX,"Freeport-McMoRan, Inc.",Freeport-McMoRan Inc.,NYSE,stocks,9999,4,2025-09-03 19:00:00+00:00,"Noteworthy Wednesday Option Activity: FCX, ASAN, HD",https://www.nasdaq.com/articles/noteworthy-wednesday-option-activity-fcx-asan-hd,0,2025-10-28 00:00:00,2025-07-23 00:00:00
FDS,FactSet Research Systems Inc.,FactSet Research Systems Inc.,NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,FactSet Research Systems Becomes Oversold,https://www.nasdaq.com/articles/factset-research-systems-becomes-oversold,114,2025-09-18 00:00:00,2025-06-23 00:00:00
FDX,FedEx Corporation,FedEx Corporation,NYSE,stocks,9999,0,2025-09-04 07:00:00+00:00,"As of 2025, the Average Social Security Retirement Benefit Check Is $1,976. Could Realty Income (O) Help Boost Your Retirement?",https://www.nasdaq.com/articles/2025-average-social-security-retirement-benefit-check-1976-could-realty-income-o-help,159,2025-09-18 00:00:00,2025-06-24 00:00:00
FE,FirstEnergy Corp.,FirstEnergy Corp.,NYSE,stocks,9999,1,2025-08-29 04:00:00+00:00,FirstEnergy (FE) Up 2% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/firstenergy-fe-2-last-earnings-report-can-it-continue,0,2025-11-04 00:00:00,2025-07-30 00:00:00
FFIV,"F5, Inc.","F5, Inc.",NASDAQ,stocks,9999,3,2025-09-03 14:00:00+00:00,Zscaler Q4 Earnings Beat: Will Strong Guidance Lift the Stock Higher?,https://www.nasdaq.com/articles/zscaler-q4-earnings-beat-will-strong-guidance-lift-stock-higher,0,2025-10-27 00:00:00,2025-07-30 00:00:00
FI,"Fiserv, Inc.","Fiserv, Inc.",NYSE,stocks,9999,2,2025-09-03 20:00:00+00:00,FI Factor-Based Stock Analysis - Martin Zweig,https://www.nasdaq.com/articles/fi-factor-based-stock-analysis-martin-zweig,0,2025-10-28 00:00:00,2025-07-23 00:00:00
FICO,Fair Isaac Corproation,Fair Isaac Corporation,NYSE,stocks,9999,4,2025-08-29 04:00:00+00:00,Fair Isaac (FICO) Up 4.9% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/fair-isaac-fico-49-last-earnings-report-can-it-continue,0,2025-11-05 00:00:00,2025-07-30 00:00:00
FIS,Fidelity National Information S,"Fidelity National Information Services, Inc.",NYSE,stocks,9999,2,2025-08-21 04:00:00+00:00,"Notable ETF Inflow Detected - CGUS, GD, FIS, APD",https://www.nasdaq.com/articles/notable-etf-inflow-detected-cgus-gd-fis-apd,0,2025-11-03 00:00:00,2025-08-05 00:00:00
FITB,Fifth Third Bancorp,Fifth Third Bancorp,NASDAQ,stocks,9999,1,2025-09-03 17:00:00+00:00,"Apollo Wraps Up Bridge Buyout, Expands Real Estate Platform",https://www.nasdaq.com/articles/apollo-wraps-bridge-buyout-expands-real-estate-platform,0,2025-10-17 00:00:00,2025-01-21 00:00:00
FMC,FMC Corporation,FMC Corporation,NYSE,stocks,9999,0,2025-09-03 15:00:00+00:00,Insiders Buy the Holdings of VIOV ETF,https://www.nasdaq.com/articles/insiders-buy-holdings-viov-etf-1,0,2025-11-04 00:00:00,2025-07-30 00:00:00
FOX,Fox Corporation,Fox Corporation,NASDAQ,stocks,9999,3,2025-09-03 18:00:00+00:00,Apple's AI Future,https://www.nasdaq.com/articles/apples-ai-future,0,2025-11-03 00:00:00,2025-08-05 00:00:00
FOXA,Fox Corporation,Fox Corporation,NASDAQ,stocks,9999,5,2025-09-03 18:00:00+00:00,Apple's AI Future,https://www.nasdaq.com/articles/apples-ai-future,0,2025-11-03 00:00:00,2025-08-05 00:00:00
FSLR,"First Solar, Inc.","First Solar, Inc.",NASDAQ,stocks,9999,5,2025-09-03 04:00:00+00:00,FSLR Outperforms Market Over the Past Month: How to Play the Stock?,https://www.nasdaq.com/articles/fslr-outperforms-market-over-past-month-how-play-stock,0,2025-11-04 00:00:00,2025-07-31 00:00:00
FTNT,"Fortinet, Inc.","Fortinet, Inc.",NASDAQ,stocks,9999,5,2025-09-03 17:00:00+00:00,Stocks Retreat as Bond Yields Climb,https://www.nasdaq.com/articles/stocks-retreat-bond-yields-climb,0,2025-11-06 00:00:00,2025-08-06 00:00:00
FTV,Fortive Corporation,Fortive Corporation,NYSE,stocks,9999,0,2025-08-21 04:00:00+00:00,Do Options Traders Know Something About Fortive Stock We Don't?,https://www.nasdaq.com/articles/do-options-traders-know-something-about-fortive-stock-we-dont,0,2025-10-29 00:00:00,2025-07-30 00:00:00
GD,General Dynamics Corporation,General Dynamics Corporation,NYSE,stocks,9999,3,2025-09-01 04:00:00+00:00,BAE Systems Supplies CV90 MkIV Combat Vehicle to Czech Army,https://www.nasdaq.com/articles/bae-systems-supplies-cv90-mkiv-combat-vehicle-czech-army,0,2025-10-22 00:00:00,2025-07-23 00:00:00
GE,General Electric Company,General Electric Company,NYSE,stocks,9999,8,2025-09-03 13:00:00+00:00,Is Most-Watched Stock GE Aerospace (GE) Worth Betting on Now?,https://www.nasdaq.com/articles/most-watched-stock-ge-aerospace-ge-worth-betting-now,0,2025-10-28 00:00:00,2025-07-17 00:00:00
GEHC,GE HealthCare Technologies Inc.,GE HealthCare Technologies Inc.,NASDAQ,stocks,9999,3,2025-09-03 16:00:00+00:00,S&P 500 Analyst Moves: GEHC,https://www.nasdaq.com/articles/sp-500-analyst-moves-gehc,0,2025-10-29 00:00:00,2025-07-30 00:00:00
GEN,Gen Digital Inc.,Gen Digital Inc.,NASDAQ,stocks,0,0,2024-09-12 14:20:00+00:00,Reminder - Hess Goes Ex-Dividend Soon,https://www.nasdaq.com/articles/reminder-hess-goes-ex-dividend-soon-2,0,2025-10-29 00:00:00,2025-08-07 00:00:00
GILD,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",NASDAQ,stocks,9999,1,2025-08-31 04:00:00+00:00,Upcoming Dividend Run For GILD?,https://www.nasdaq.com/articles/upcoming-dividend-run-gild,0,2025-11-05 00:00:00,2025-08-07 00:00:00
GIS,"General Mills, Inc.","General Mills, Inc.",NYSE,stocks,9999,4,2025-09-03 12:00:00+00:00,Campbell's (CPB) Q4 Earnings Beat Estimates,https://www.nasdaq.com/articles/campbells-cpb-q4-earnings-beat-estimates,159,2025-09-17 00:00:00,2025-06-25 00:00:00
GL,Globe Life Inc.,Globe Life Inc.,NYSE,stocks,9999,2,2025-08-27 04:00:00+00:00,Overlooked Analyst-Approved Dividend Plays You Can Count On,https://www.nasdaq.com/articles/overlooked-analyst-approved-dividend-plays-you-can-count,0,2025-10-22 00:00:00,2025-07-23 00:00:00
GLW,Corning Incorporated,Corning Incorporated,NYSE,stocks,9999,6,2025-09-03 12:00:00+00:00,"If You Invested $1000 in Corning 10 Years Ago, This Is How Much You'd Have Now",https://www.nasdaq.com/articles/if-you-invested-1000-corning-10-years-ago-how-much-youd-have-now,0,2025-11-04 00:00:00,2025-07-29 00:00:00
GM,General Motors Company,General Motors Company,NYSE,stocks,9999,4,2025-09-03 15:00:00+00:00,"Ex-Dividend Reminder: General Motors, Molson Coors Beverage and Flowers Foods",https://www.nasdaq.com/articles/ex-dividend-reminder-general-motors-molson-coors-beverage-and-flowers-foods,0,2025-10-28 00:00:00,2025-07-22 00:00:00
GNRC,Generac Holdlings Inc.,Generac Holdings Inc.,NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,"Tuesday Sector Laggards: Technology & Communications, Industrial",https://www.nasdaq.com/articles/tuesday-sector-laggards-technology-communications-industrial-0,0,2025-10-30 00:00:00,2025-07-30 00:00:00
GOOG,Alphabet Inc.,Sundar Pichai,NASDAQ,stocks,9999,38,2025-09-04 09:00:00+00:00,The 6 Best Stocks to Buy Right Now in September (2025)!,https://www.nasdaq.com/articles/6-best-stocks-buy-right-now-september-2025,0,2025-11-04 00:00:00,2025-07-23 00:00:00
GPC,Genuine Parts Company,Genuine Parts Company,NYSE,stocks,9999,3,2025-09-03 15:00:00+00:00,"Ex-Dividend Reminder: Genuine Parts, PepsiCo and Autoliv",https://www.nasdaq.com/articles/ex-dividend-reminder-genuine-parts-pepsico-and-autoliv,0,2025-10-28 00:00:00,2025-07-22 00:00:00
GPN,Global Payments Inc.,Global Payments Inc.,NYSE,stocks,9999,0,2025-09-01 04:00:00+00:00,Why Global Payments (GPN) is a Top Momentum Stock for the Long-Term,https://www.nasdaq.com/articles/why-global-payments-gpn-top-momentum-stock-long-term,0,2025-10-29 00:00:00,2025-08-06 00:00:00
GRMN,Garmin Ltd.,Garmin Ltd.,NYSE,stocks,9999,2,2025-09-03 04:00:00+00:00,Garmin (GRMN) Upgraded to Buy: What Does It Mean for the Stock?,https://www.nasdaq.com/articles/garmin-grmn-upgraded-buy-what-does-it-mean-stock,0,2025-10-29 00:00:00,2025-07-30 00:00:00
GS,"Goldman Sachs Group, Inc. (The)","The Goldman Sachs Group, Inc.",NYSE,stocks,9999,5,2025-09-04 08:00:00+00:00,Where Will Eli Lilly Be in 3 Years?,https://www.nasdaq.com/articles/where-will-eli-lilly-be-3-years,0,2025-10-13 00:00:00,2025-01-15 00:00:00
GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,Validea's Top Industrial Stocks Based On Peter Lynch - 9/2/2025,https://www.nasdaq.com/articles/valideas-top-industrial-stocks-based-peter-lynch-9-2-2025,0,2025-10-30 00:00:00,2025-08-01 00:00:00
HAL,Halliburton Company,Halliburton Company,NYSE,stocks,9999,4,2025-09-04 06:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,2025-11-06 00:00:00,2025-07-22 00:00:00
HAS,"Hasbro, Inc.","Hasbro, Inc.",NASDAQ,stocks,9999,4,2025-09-03 04:00:00+00:00,Why Hasbro (HAS) Dipped More Than Broader Market Today,https://www.nasdaq.com/articles/why-hasbro-has-dipped-more-broader-market-today,0,2025-10-23 00:00:00,2025-07-23 00:00:00
HBAN,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,NASDAQ,stocks,9999,0,2025-09-03 17:00:00+00:00,"Apollo Wraps Up Bridge Buyout, Expands Real Estate Platform",https://www.nasdaq.com/articles/apollo-wraps-bridge-buyout-expands-real-estate-platform,0,2025-10-17 00:00:00,2025-01-17 00:00:00
HCA,"HCA Healthcare, Inc.","HCA Healthcare, Inc.",NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,Tenet Healthcare Jumps 46% YTD & Trades Cheap: Should You Buy Now?,https://www.nasdaq.com/articles/tenet-healthcare-jumps-46-ytd-trades-cheap-should-you-buy-now,0,2025-10-24 00:00:00,2025-07-25 00:00:00
HD,"Home Depot, Inc. (The)","The Home Depot, Inc.",NYSE,stocks,9999,7,2025-09-04 07:00:00+00:00,"As of 2025, the Average Social Security Retirement Benefit Check Is $1,976. Could Realty Income (O) Help Boost Your Retirement?",https://www.nasdaq.com/articles/2025-average-social-security-retirement-benefit-check-1976-could-realty-income-o-help,0,2025-11-11 00:00:00,2025-08-19 00:00:00
HES,Hess Corporation,Hess Corporation,NYSE,stocks,0,0,2025-06-18 04:00:00+00:00,Hess Outperforms Industry in 6 Months: Should You Buy the Stock?,https://www.nasdaq.com/articles/hess-outperforms-industry-6-months-should-you-buy-stock,156,,2025-04-30 00:00:00
HIG,Hartford Financial Services Gro,"The Hartford Financial Services Group, Inc.",NYSE,stocks,9999,1,2025-08-29 04:00:00+00:00,"Ex-Dividend Reminder: Hartford Insurance Group, Houlihan Lokey and SS&C Technologies Holdings",https://www.nasdaq.com/articles/ex-dividend-reminder-hartford-insurance-group-houlihan-lokey-and-ssc-technologies-holdings,0,2025-10-23 00:00:00,2025-07-28 00:00:00
HII,"Huntington Ingalls Industries, ","Huntington Ingalls Industries, Inc.",NYSE,stocks,9999,1,2025-09-03 15:00:00+00:00,"Wednesday 9/3 Insider Buying Report: HII, FG",https://www.nasdaq.com/articles/wednesday-9-3-insider-buying-report-hii-fg,0,2025-10-30 00:00:00,2025-07-31 00:00:00
HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,NYSE,stocks,9999,0,2025-08-27 04:00:00+00:00,"Noteworthy ETF Outflows: FQAL, AZO, SPGI, HLT",https://www.nasdaq.com/articles/noteworthy-etf-outflows-fqal-azo-spgi-hlt,0,2025-10-22 00:00:00,2025-07-23 00:00:00
HON,Honeywell International Inc.,Honeywell International Inc.,NASDAQ,stocks,9999,5,2025-09-03 14:00:00+00:00,Here's Why You Should Hold Honeywell Stock in Your Portfolio Now,https://www.nasdaq.com/articles/heres-why-you-should-hold-honeywell-stock-your-portfolio-now,0,2025-10-23 00:00:00,2025-07-24 00:00:00
HOOD,"Robinhood Markets, Inc.","Robinhood Markets, Inc.",NASDAQ,stocks,9999,17,2025-09-03 17:00:00+00:00,Will COIN's New Index Combining Mag 7 and Crypto Futures Power Growth?,https://www.nasdaq.com/articles/will-coins-new-index-combining-mag-7-and-crypto-futures-power-growth,0,2025-10-29 00:00:00,2025-07-30 00:00:00
HPE,Hewlett Packard Enterprise Comp,Hewlett Packard Enterprise Company,NYSE,stocks,9999,11,2025-09-03 23:00:00+00:00,HPE (HPE) Q3 2025 Earnings Call Transcript,https://www.nasdaq.com/articles/hpe-hpe-q3-2025-earnings-call-transcript,0,2025-12-04 00:00:00,2025-09-03 00:00:00
HPQ,HP Inc.,HP Inc.,NYSE,stocks,9999,3,2025-09-01 04:00:00+00:00,Why HP (HPQ) International Revenue Trends Deserve Your Attention,https://www.nasdaq.com/articles/why-hp-hpq-international-revenue-trends-deserve-your-attention,0,2025-11-25 00:00:00,2025-08-27 00:00:00
HRL,Hormel Foods Corporation,Hormel Foods Corporation,NYSE,stocks,9999,0,2025-09-03 12:00:00+00:00,Agnico Eagle Mines and Hormel Foods have been highlighted as Zacks Bull and Bear of the Day,https://www.nasdaq.com/articles/agnico-eagle-mines-and-hormel-foods-have-been-highlighted-zacks-bull-and-bear-day,0,2025-12-03 00:00:00,2025-08-28 00:00:00
HSIC,"Henry Schein, Inc.","Henry Schein, Inc.",NASDAQ,stocks,9999,0,2025-08-05 04:00:00+00:00,"Noteworthy Tuesday Option Activity: HSIC, TOST, VOYA",https://www.nasdaq.com/articles/noteworthy-tuesday-option-activity-hsic-tost-voya,0,2025-11-04 00:00:00,2025-08-05 00:00:00
HST,"Host Hotels & Resorts, Inc.","Host Hotels & Resorts, Inc.",NASDAQ,stocks,9999,0,2025-09-03 04:00:00+00:00,Host Hotels Is Up 9.8% in Three Months: Will the Stock Continue?,https://www.nasdaq.com/articles/host-hotels-98-three-months-will-stock-continue,0,2025-11-05 00:00:00,2025-07-30 00:00:00
HSY,The Hershey Company,The Hershey Company,NYSE,stocks,9999,2,2025-08-29 04:00:00+00:00,Hershey (HSY) Down 3.3% Since Last Earnings Report: Can It Rebound?,https://www.nasdaq.com/articles/hershey-hsy-down-33-last-earnings-report-can-it-rebound,0,2025-11-06 00:00:00,2025-07-30 00:00:00
HUBB,Hubbell Inc,Hubbell Incorporated,NYSE,stocks,9999,0,2025-08-28 04:00:00+00:00,Otis to Elevate Connectivity on Singapore's Cross Island Line Phase 1,https://www.nasdaq.com/articles/otis-elevate-connectivity-singapores-cross-island-line-phase-1,0,2025-11-04 00:00:00,2025-07-29 00:00:00
HUM,Humana Inc.,Humana Inc.,NYSE,stocks,9999,3,2025-09-04 08:00:00+00:00,These Were the 5 Top-Performing Stocks in the S&P 500 in August 2025,https://www.nasdaq.com/articles/these-were-5-top-performing-stocks-sp-500-august-2025,0,2025-10-29 00:00:00,2025-07-30 00:00:00
HWM,Howmet Aerospace Inc.,Howmet Aerospace Inc.,NYSE,stocks,9999,5,2025-08-29 04:00:00+00:00,Defense Dividends: 3 Strong Performers That Are Raising Payouts,https://www.nasdaq.com/articles/defense-dividends-3-strong-performers-are-raising-payouts,0,2025-11-05 00:00:00,2025-07-31 00:00:00
IBKR,"Interactive Brokers Group, Inc.","Interactive Brokers Group, Inc.",NASDAQ,stocks,9999,9,2025-09-03 12:00:00+00:00,5 Momentum Stocks to Buy for September After a Solid August,https://www.nasdaq.com/articles/5-momentum-stocks-buy-september-after-solid-august,0,2025-10-21 00:00:00,2025-07-17 00:00:00
IBM,International Business Machines,International Business Machines Corporation,NYSE,stocks,9999,9,2025-09-03 12:00:00+00:00,These Were the Market's 5 Biggest Giants of 1985 -- Here's Who Holds the Crown Now,https://www.nasdaq.com/articles/these-were-markets-5-biggest-giants-1985-heres-who-holds-crown-now,0,2025-10-22 00:00:00,2025-07-23 00:00:00
ICE,Intercontinental Exchange Inc.,"Intercontinental Exchange, Inc.",NYSE,stocks,9999,2,2025-08-28 04:00:00+00:00,Intercontinental Exchange Trades Above 200-Day SMA: Time to Hold?,https://www.nasdaq.com/articles/intercontinental-exchange-trades-above-200-day-sma-time-hold,0,2025-10-30 00:00:00,2025-07-31 00:00:00
IDXX,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",NASDAQ,stocks,9999,2,2025-09-04 08:00:00+00:00,These Were the 5 Top-Performing Stocks in the S&P 500 in August 2025,https://www.nasdaq.com/articles/these-were-5-top-performing-stocks-sp-500-august-2025,0,2025-10-30 00:00:00,2025-08-04 00:00:00
IEX,IDEX Corporation,IDEX Corporation,NYSE,stocks,9999,0,2025-08-29 04:00:00+00:00,Why Is Idex (IEX) Up 1.1% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-idex-iex-11-last-earnings-report,0,2025-11-04 00:00:00,2025-07-30 00:00:00
IFF,International Flavors & Fragran,International Flavors & Fragrances Inc.,NYSE,stocks,9999,1,2025-08-21 04:00:00+00:00,Add Up The Pieces: VOO Could Be Worth $650,https://www.nasdaq.com/articles/add-pieces-voo-could-be-worth-650,0,2025-11-04 00:00:00,2025-08-05 00:00:00
ILMN,"Illumina, Inc.","Illumina, Inc.",NASDAQ,stocks,9999,2,2025-09-03 15:00:00+00:00,CRISPR Therapeutics (CRSP) Down 5.3% Since Last Earnings Report: Can It Rebound?,https://www.nasdaq.com/articles/crispr-therapeutics-crsp-down-53-last-earnings-report-can-it-rebound,0,2025-11-03 00:00:00,2025-07-31 00:00:00
INCY,Incyte Corporation,Incyte Corporation,NASDAQ,stocks,9999,0,2025-09-03 15:00:00+00:00,Why Is TG Therapeutics (TGTX) Up 4.7% Since Last Earnings Report?,https://www.nasdaq.com/articles/why-tg-therapeutics-tgtx-47-last-earnings-report,0,2025-11-04 00:00:00,2025-07-29 00:00:00
INTC,Intel Corporation,Intel Corporation,NASDAQ,stocks,9999,5,2025-09-04 08:00:00+00:00,Where Will ASML Stock Be in 5 Years?,https://www.nasdaq.com/articles/where-will-asml-stock-be-5-years,0,2025-10-30 00:00:00,2025-07-24 00:00:00
INTU,Intuit Inc.,Intuit Inc.,NASDAQ,stocks,9999,4,2025-09-03 15:00:00+00:00,"IWF, MA, COST, INTU: Large Inflows Detected at ETF",https://www.nasdaq.com/articles/iwf-ma-cost-intu-large-inflows-detected-etf,0,2025-11-20 00:00:00,2025-08-21 00:00:00
INVH,Invitation Homes Inc.,Invitation Homes Inc.,NYSE,stocks,9999,0,2025-09-01 04:00:00+00:00,Forever Dividend Stocks: 3 Income Stocks I Never Plan to Sell,https://www.nasdaq.com/articles/forever-dividend-stocks-3-income-stocks-i-never-plan-sell,0,2025-10-29 00:00:00,2025-07-30 00:00:00
IP,International Paper Company,International Paper Company,NYSE,stocks,9999,0,2025-08-22 04:00:00+00:00,Stocks Settle Lower as Bond Yields Rise on Hawkish Fed Comments,https://www.nasdaq.com/articles/stocks-settle-lower-bond-yields-rise-hawkish-fed-comments,0,2025-10-30 00:00:00,2025-07-31 00:00:00
IPG,"Interpublic Group of Companies,","The Interpublic Group of Companies, Inc.",NYSE,stocks,9999,1,2025-09-03 15:00:00+00:00,Here's Why Interpublic Group Stock Is a Great Pick At Present,https://www.nasdaq.com/articles/heres-why-interpublic-group-stock-great-pick-present,0,2025-10-28 00:00:00,2025-07-22 00:00:00
IQV,"IQVIA Holdings, Inc.",IQVIA Holdings Inc.,NYSE,stocks,9999,0,2025-09-03 04:00:00+00:00,IQVIA Holdings Appoints Michael Fedock To Succeed Ron Bruehlman As CFO,https://www.nasdaq.com/articles/iqvia-holdings-appoints-michael-fedock-succeed-ron-bruehlman-cfo,0,2025-10-30 00:00:00,2025-07-22 00:00:00
IR,Ingersoll Rand Inc.,Ingersoll Rand Inc.,NYSE,stocks,9999,1,2025-09-01 04:00:00+00:00,The Implied Analyst 12-Month Target For ESGU,https://www.nasdaq.com/articles/implied-analyst-12-month-target-esgu,0,2025-10-30 00:00:00,2025-07-31 00:00:00
IRM,Iron Mountain Incorporated (Del,Iron Mountain Incorporated,NYSE,stocks,9999,1,2025-08-07 04:00:00+00:00,"Jones Lang Q2 Earnings Surpass Estimates, Revenues Increase Y/Y",https://www.nasdaq.com/articles/jones-lang-q2-earnings-surpass-estimates-revenues-increase-y-y,0,2025-11-05 00:00:00,2025-08-06 00:00:00
ISRG,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",NASDAQ,stocks,9999,1,2025-09-04 06:00:00+00:00,Stocks Supported as Chances Improve for a Fed Rate Cut,https://www.nasdaq.com/articles/stocks-supported-chances-improve-fed-rate-cut,0,2025-10-16 00:00:00,2025-07-22 00:00:00
IT,"Gartner, Inc.","Gartner, Inc.",NYSE,stocks,9999,2,2025-09-04 07:00:00+00:00,AI Spending Could Soar 600%: 2 Brilliant AI Stocks to Buy in September (Hint: Not Nvidia or Palantir),https://www.nasdaq.com/articles/ai-spending-could-soar-600-2-brilliant-ai-stocks-buy-september-hint-not-nvidia-or-palantir,0,2025-11-04 00:00:00,2025-08-05 00:00:00
ITW,Illinois Tool Works Inc.,Illinois Tool Works Inc.,NYSE,stocks,9999,2,2025-08-26 04:00:00+00:00,Validea's Top Industrial Stocks Based On Warren Buffett - 8/26/2025,https://www.nasdaq.com/articles/valideas-top-industrial-stocks-based-warren-buffett-8-26-2025,0,2025-10-29 00:00:00,2025-07-30 00:00:00
IVZ,Invesco Ltd,Invesco Ltd.,NYSE,stocks,9999,2,2025-09-03 04:00:00+00:00,"Noteworthy ETF Inflows: RSP, GNRC, IVZ, WDC",https://www.nasdaq.com/articles/noteworthy-etf-inflows-rsp-gnrc-ivz-wdc,0,2025-10-28 00:00:00,2025-07-22 00:00:00
J,Jacobs Solutions Inc.,Jacobs Solutions Inc.,NYSE,stocks,9999,1,2025-09-03 04:00:00+00:00,J or SYM: Which Is the Better Value Stock Right Now?,https://www.nasdaq.com/articles/j-or-sym-which-better-value-stock-right-now,0,2025-11-18 00:00:00,2025-08-05 00:00:00
JBHT,"J.B. Hunt Transport Services, I","J.B. Hunt Transport Services, Inc.",NASDAQ,stocks,9999,1,2025-08-28 04:00:00+00:00,Werner (WERN) Up 4.5% Since Last Earnings Report: Can It Continue?,https://www.nasdaq.com/articles/werner-wern-45-last-earnings-report-can-it-continue,0,2025-10-21 00:00:00,2025-07-15 00:00:00
JBL,Jabil Inc.,Jabil Inc.,NYSE,stocks,9999,6,2025-09-03 13:00:00+00:00,SAP Expands Sovereign Cloud to Power Europe's Digital & AI Innovation,https://www.nasdaq.com/articles/sap-expands-sovereign-cloud-power-europes-digital-ai-innovation,0,2025-12-16 00:00:00,2025-06-17 00:00:00
JCI,Johnson Controls International ,Johnson Controls International plc,NYSE,stocks,9999,1,2025-08-30 04:00:00+00:00,Johnson Controls: A Comprehensive Rating and Future Outlook,https://www.nasdaq.com/articles/johnson-controls-comprehensive-rating-and-future-outlook,0,2025-11-05 00:00:00,2025-07-29 00:00:00
JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",NASDAQ,stocks,9999,0,2025-09-03 15:00:00+00:00,"Ex-Dividend Reminder: Kimco Realty, Hancock Whitney and Jack Henry & Associates",https://www.nasdaq.com/articles/ex-dividend-reminder-kimco-realty-hancock-whitney-and-jack-henry-associates,0,2025-11-04 00:00:00,2025-08-19 00:00:00
JNJ,Johnson & Johnson,Johnson & Johnson,NYSE,stocks,9999,8,2025-09-04 08:00:00+00:00,Could These 3 Dividend Kings Be Worth $1 Trillion in 10 Years?,https://www.nasdaq.com/articles/could-these-3-dividend-kings-be-worth-1-trillion-10-years,0,2025-10-14 00:00:00,2025-07-16 00:00:00
JNPR,"Juniper Networks, Inc.","Juniper Networks, Inc.",NYSE,stocks,0,0,2025-06-20 04:00:00+00:00,Wix Acquires Base44 to Boost AI-Driven Intent-Based Software Development,https://www.nasdaq.com/articles/wix-acquires-base44-boost-ai-driven-intent-based-software-development,102,,2025-05-01 00:00:00
JPM,JP Morgan Chase & Co.,JPMorgan Chase & Co.,NYSE,stocks,9999,16,2025-09-03 19:00:00+00:00,"Noteworthy Wednesday Option Activity: AEO, JPM, SBUX",https://www.nasdaq.com/articles/noteworthy-wednesday-option-activity-aeo-jpm-sbux,0,2025-10-14 00:00:00,2025-07-15 00:00:00
K,Kellanova,Kellanova,NYSE,stocks,9999,0,2025-09-03 17:00:00+00:00,"Noteworthy Wednesday Option Activity: CRM, VLO, K",https://www.nasdaq.com/articles/noteworthy-wednesday-option-activity-crm-vlo-k,0,2025-10-30 00:00:00,2025-07-31 00:00:00
KDP,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,NASDAQ,stocks,9999,6,2025-09-03 14:00:00+00:00,5 Soft Drink Stocks Battling for Relevance Amid Consumer Taste Shift,https://www.nasdaq.com/articles/5-soft-drink-stocks-battling-relevance-amid-consumer-taste-shift,0,2025-10-23 00:00:00,2025-07-24 00:00:00
KEY,KeyCorp,KeyCorp,NYSE,stocks,9999,1,2025-09-03 21:00:00+00:00,Why Diamondback Energy Stock Dipped on Wednesday,https://www.nasdaq.com/articles/why-diamondback-energy-stock-dipped-wednesday,0,2025-10-16 00:00:00,2025-07-22 00:00:00
